idstd;id;panel;a4a;a6a;a4b;a6c;a6b;a1;country;lcu;a7a;a20y;b1;b3;b2a;b2b;b2c;b2d;b4;b4a;bmb1;bmb2;bmb3;bmb4;b5;b6;b6b;b7;b7a;d1a1a;d1a1x;d1a3;d2;n3;bmd1a;bmd1b;d3a;d3b;d3c;bmr2;bmr3;bmr4;bmr5;bmr6;bmr7;bmr8;e1;e2b;h1;h2;h5;bmh1;bmh2;bmh3;h8;h9;bmt3;k4;n5a;n5b;bmk6;k4b;n5c;n5d;k21;j6a;l1;l2;l4a1;l4a2;l4b;l5a;l5b;l5;l6;l6a;l8;l9b;l9b1;bml1a;bml1b;l10;bml2;l11a;l11a1;l11b;n2a;n2e;n2b;n2f;n2i;n2p;n2e1;n7a;bmge1;bmge2;d1a2;stratificationsizecode;stratificationsectorcode;Cyprus;Estonia;Greece;Italy;Latvia;Lithuania;Malta;Portugal;Slovak_rep;Slovenia;firm_age;manager_experience;top_manager_female;firm_size;sales;exportsDV;manufacturing;retail;other_services;food;garments;metal_products;machinery;other_manufacturing;R_D;product_innovation;fixed_asset;ln_sales;female_owners;family_firms
651364;57;Panel;Manufacturing;Small;Construction Section F: ;10;Small;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;51;100;0;0;0;Yes;49;100;100;No;Yes;2000;4;2000;18;No;Construction of;Construction Of Houses And Buildings Primarily Made Of Metal;100;400000;200000;Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;20;No;;No;Yes;No;No;;;;Yes;20000;0;No;;;;Yes;No;10;5;;;;;;0;No full-time seasonal or temporary workers;;;;7;;2;Yes;Job-specific technical skills;;;;200000;;5500;12000;;;;;Don't know (spontaneous);0;4520;Small (5-19);1;1;0;0;0;0;0;0;0;0;0;21;18;0;10;400000;0;1;0;0;0;0;0;0;0;0;0;1;13;1;1
651365;59;Panel;Manufacturing;Small;Furniture;11;Small;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;No;;50;100;No;No;1992;20;1992;34;No;Manufacturing of ;Manufacture Shelving Display Cases Stand For Shops;100;800000;447000;Increase;20;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;2;Yes;Yes;No;Yes;No;No;;;;No;;;No;No;;;No;No;11;7;4;2;1;0;3;;No full-time seasonal or temporary workers;;;;11;;No one has a university degree;Yes;Job-specific technical skills;;5;;250000;145000;10200;4575;;480000;124000;0;Don't know (spontaneous);600;3610;Small (5-19);1;1;0;0;0;0;0;0;0;0;0;29;34;0;11;800000;0;1;0;0;0;0;0;0;0;0;1;2;14;0;0
651366;61;Panel;Manufacturing;Medium;Fabricated metal products;19;Small;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;Yes;33;100;100;Yes;Yes;1979;5;1979;20;No;Manufacturing of ;Manufacture Of Solar Water Heaters;100;1635469;1109585;Increase;10;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;2;No;;No;No;No;No;;;;Yes;12000;0;No;Yes;12000;0;Yes;No;19;16;15;0;0;2;3;;No full-time seasonal or temporary workers;;;;19;;No one has a university degree;No;;;;;266197;1110402;3820;16212;;Don't know (spontaneous);893675;100000;17187;13510;2812;Medium (20-99);1;1;0;0;0;0;0;0;0;0;0;42;20;0;19;1635469;0;1;0;0;0;0;0;0;0;0;0;1;14;1;1
651367;64;Panel;Manufacturing;Medium;Furniture;35;Medium;Cyprus;Cyprus;Euro (EUR);;2017;Sole proprietorship;100;100;0;0;0;No;;100;100;No;Yes;1993;6;1993;20;No;Manufacturing of ;Manufacture Of Office Furniture;100;2600000;1600000;Increase;10;95;5;0;Yes;3-9 indicators;Yes;Main focus was on long-term, one year or more;Achieved with more than normal effort;All managers and most production workers;Yes;National Ð main product sold mostly across the country where establishment is located;3;Yes;Yes;Yes;No;No;No;;;;Yes;50000;40000;No;No;;;Yes;No;35;27;5;6;3;0;8;;No full-time seasonal or temporary workers;;;100;;;8;Yes;Interpersonal and communication skills;;14;;250000;1200000;30000;40000;;1750000;1000000;700000;46608;Don't know (spontaneous);3610;Medium (20-99);1;1;0;0;0;0;0;0;0;0;0;28;20;0;35;2600000;1;1;0;0;0;0;0;0;0;0;1;1;15;0;1
651368;65;Panel;Manufacturing;Small;Retail;7;Small;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;51;100;0;0;0;Yes;49;100;100;No;No;1989;2;1989;9;No;Retail trade of;Retail Sale Of Household Furniture;60;1000000;600000;Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;1000;Yes;Yes;No;Yes;No;No;;;;Yes;100000;20000;Yes;;;;Yes;No;7;5;;;;;;2;No full-time seasonal or temporary workers;;;;6;;3;No;;;;;Don't know (spontaneous);;20000;20000;Don't know (spontaneous);;;;Don't know (spontaneous);Don't know (spontaneous);5233;Small (5-19);1;1;0;0;0;0;0;0;0;0;0;32;9;0;7;1000000;0;1;0;0;0;0;0;0;0;0;1;1;14;1;1
651369;66;Panel;Manufacturing;Medium;Retail;7;Small;Cyprus;Cyprus;Euro (EUR);2;2017;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;No;;100;100;Yes;No;1986;43;1986;25;No;Retail trade of;Retail Sale Of Household Interior Furniture;100;800000;630000;Increase;10;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;5;Yes;No;No;No;No;No;;;;No;;;No;;;;Yes;No;7;10;;;;;;3;No full-time seasonal or temporary workers;;;;7;;No one has a university degree;No;;;;;160000;;22000;4000;450000;;;;45000;580;5233;Medium (20-99);1;1;0;0;0;0;0;0;0;0;0;35;25;0;7;800000;0;1;0;0;0;0;0;0;0;0;1;2;14;0;1
651370;69;Panel;Other Services;Medium;Refined petroleum product;6;Small;Cyprus;Cyprus;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;99;100;0;0;0;No;;99;Don't know (spontaneous);Yes;Yes;1989;5;1989;30;No;Manufacturing of ;Manufacture Of Oil Based Lubricating Oils;100;595333;338380;Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;0;No;;No;No;No;No;;;;Yes;140000;8500;No;No;;;Yes;No;6;6;0;2;0;0;2;;No full-time seasonal or temporary workers;;;100;;30;;No;;;;;98100;263319;9061;1518;;388893;263319;4000000;Don't know (spontaneous);Don't know (spontaneous);2320;Medium (20-99);3;1;0;0;0;0;0;0;0;0;0;32;30;0;6;595333;0;0;0;1;0;0;0;0;0;0;0;1;13;0;1
651371;70;Panel;Other Services;Small;Construction Section F: ;5;Small;Cyprus;Cyprus;Euro (EUR);;2017;Sole proprietorship;100;100;0;0;0;No;;100;100;No;No;2010;5;2010;18;No;Construction of;Building Construction;100;Don't know (spontaneous);Don't know (spontaneous);Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;No;;No;No;No;No;;;;Yes;6000;0;No;;;;Yes;No;5;5;;;;;;0;No full-time seasonal or temporary workers;;;Don't know (spontaneous);;;No one has a university degree;No;;;;;60000;;Don't know (spontaneous);6000;;;;;Don't know (spontaneous);Don't know (spontaneous);4520;Small (5-19);3;1;0;0;0;0;0;0;0;0;0;11;18;0;5;;0;0;0;1;0;0;0;0;0;0;0;1;;0;1
651372;76;Panel;Other Services;Small;Construction Section F: ;8;Small;Cyprus;Cyprus;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;75;100;0;0;0;Yes;25;100;100;No;No;1993;2;1997;40;No;Construction of;Installation Of Heating, Air Conditioning, Plumbing;100;600000;350000;Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;1000;Yes;Yes;No;No;No;No;;;;Yes;5000;0;No;;;;No;No;8;6;;;;;;1;No full-time seasonal or temporary workers;;;;7;;No one has a university degree;No;;;;;150000;;700;2500;;;;;Don't know (spontaneous);Don't know (spontaneous);4530;Small (5-19);3;1;0;0;0;0;0;0;0;0;0;28;40;0;8;600000;0;0;0;1;0;0;0;0;0;0;1;1;13;1;1
651373;78;Panel;Other Services;Medium;Construction Section F: ;41;Medium;Cyprus;Cyprus;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;No;;100;100;No;No;1999;4;1999;7;No;Construction of;Construction Of Apartments;100;2.00e+07;2000000;Decrease;10;100;0;0;No;;No;;;;No;Local Ð main product sold mostly in same municipality where establishment is located;4;No;;No;No;No;No;;;;Yes;500000;5000000;No;;;;Yes;No;41;15;;;;;;14;No full-time seasonal or temporary workers;;;100;;;10;Yes;Other;;;;700000;;12000;60000;;;;;Don't know (spontaneous);Don't know (spontaneous);4520;Medium (20-99);3;1;0;0;0;0;0;0;0;0;0;22;7;0;41;20000000;0;0;0;1;0;0;0;0;0;0;0;1;17;0;1
651374;81;Panel;Other Services;Medium;Non metallic mineral products;23;Medium;Cyprus;Cyprus;Euro (EUR);;2018;Sole proprietorship;100;100;0;0;0;No;;100;100;Yes;No;1979;2;1979;40;No;Manufacturing of ;Manufacture Of Specialized Cement Construction Material;100;5000000;3000000;Stay the same;;100;0;0;Yes;1-2 indicators;Yes;Combination of short-term and long-term targets;Achieved with some effort;Most managers and some production workers;No;Local Ð main product sold mostly in same municipality where establishment is located;10;Yes;No;No;No;Yes;Yes;No;;;No;;;No;No;;;Yes;No;23;23;2;2;0;1;14;;No full-time seasonal or temporary workers;;;50;;30;;No;;;;;500000;1065000;10000;15000;;2123000;808000;194494;88000;0;2695;Medium (20-99);3;1;0;0;0;0;0;0;0;0;0;42;40;0;23;5000000;0;0;0;1;0;0;0;0;0;1;1;2;15;0;1
651375;84;Panel;Other Services;Small;Fabricated metal products;8;Small;Cyprus;Cyprus;Euro (EUR);;2017;Sole proprietorship;100;100;0;0;0;No;;100;100;No;No;2000;3;2000;30;No;Manufacturing of ;Metalwork And Hydraulic Systems;100;350000;250000;Increase;Don't know (spontaneous);100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;Too many to count;Yes;No;No;No;No;Yes;Yes;350;;Yes;6000;0;No;Yes;3000;0;Yes;No;8;8;8;0;0;0;0;;No full-time seasonal or temporary workers;;;0;;No one has a university degree;;No;;;;;140000;Don't know (spontaneous);2500;8500;;Don't know (spontaneous);Don't know (spontaneous);300000;Don't know (spontaneous);0;2811;Small (5-19);3;1;0;0;0;0;0;0;0;0;0;21;30;0;8;350000;0;0;0;1;0;0;0;0;0;1;1;1;13;0;1
651376;86;Panel;Other Services;Small;Construction Section F: ;5;Small;Cyprus;Cyprus;Euro (EUR);;2018;Sole proprietorship;100;100;0;0;0;No;;100;100;Yes;No;2010;3;1986;30;No;Construction of;Alarm Systems Installation;100;350000;300000;Increase;5;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;150;Yes;Yes;No;Yes;Yes;Yes;Yes;3000;;Yes;1000;0;No;;;;No;No;5;3;;;;;;0;No full-time seasonal or temporary workers;;;100;;;2;Yes;Job-specific technical skills;;;;200000;;1500;6000;;;;;Don't know (spontaneous);Don't know (spontaneous);4530;Small (5-19);3;1;0;0;0;0;0;0;0;0;0;11;30;0;5;350000;0;0;0;1;0;0;0;0;0;1;1;1;13;0;1
651377;92;Panel;Other Services;Small;Services of motor vehicles;6;Small;Cyprus;Cyprus;Euro (EUR);;2018;Sole proprietorship;100;100;0;0;0;No;;100;1;No;No;1981;6;1981;20;No;Provide services of;Car Mechanic;100;180000;150000;Increase;Don't know (spontaneous);100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;Too many to count;No;;No;No;No;No;;;;No;;;No;;;;No;No;6;5;;;;;;0;6;0;Don't know (spontaneous);;3;;2;No;;;;;120000;;6000;3000;;;;;Don't know (spontaneous);Don't know (spontaneous);5020;Small (5-19);3;1;0;0;0;0;0;0;0;0;0;40;20;0;6;180000;0;0;0;1;0;0;0;0;0;0;0;2;12;0;1
651378;93;Panel;Other Services;Small;Services of motor vehicles;7;Small;Cyprus;Cyprus;Euro (EUR);;2018;Sole proprietorship;100;100;0;0;0;No;;100;70;Yes;Yes;1996;1;1996;4;No;Provide services of;Sale Of Parts, Tools And Equipment To Car Repair Workshops;100;680000;550000;Increase;10;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;4;Yes;Yes;No;No;No;No;;;;Yes;10500;0;No;;;;Yes;Yes;7;8;;;;;;1;No full-time seasonal or temporary workers;;;;4;;3;No;;;;;110000;;600;117000;;;;;Don't know (spontaneous);0;5030;Small (5-19);3;1;0;0;0;0;0;0;0;0;0;25;4;0;7;680000;0;0;0;1;0;0;0;0;0;0;1;1;13;0;1
651379;95;Panel;Other Services;Medium;Services of motor vehicles;11;Small;Cyprus;Cyprus;Euro (EUR);8;2018;Shareholding company with non-traded shares or shares traded privately;80;100;0;0;0;No;;100;100;No;No;1987;1;1987;32;No;Provide services of;Sale Of Car Lubricants, Batteries And Tyres;100;4000000;3000000;Increase;7;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;10;No;;No;No;No;No;;;;No;;;Yes;;;;No;Yes;11;11;;;;;;5;No full-time seasonal or temporary workers;;;95;;5;;No;;;;;500000;;3000;50000;;;;;9000;0;5030;Medium (20-99);3;1;0;0;0;0;0;0;0;0;0;34;32;0;11;4000000;0;0;0;1;0;0;0;0;0;0;0;2;15;0;1
651380;96;Panel;Retail;Medium;Services of motor vehicles;10;Small;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;20;100;0;0;0;Yes;40;100;100;No;No;1988;4;1988;5;No;Provide services of;Sale Of Fuel;60;Don't know (spontaneous);Don't know (spontaneous);Increase;7;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;9;Yes;Yes;No;No;No;No;;;;No;;;No;;;;Yes;No;10;10;;;;;;5;2;0;6;;4;;4;No;;;;;Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);;;;;Don't know (spontaneous);Don't know (spontaneous);5050;Medium (20-99);2;1;0;0;0;0;0;0;0;0;0;33;5;0;10;;0;0;1;0;0;0;0;0;0;0;1;2;;1;1
651381;100;Panel;Other Services;Medium;Wholesale;18;Small;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;17;100;0;0;0;No;;17;20;No;Yes;2003;7;2002;13;No;Wholesale trade of;Wholesale Of Meat;100;5000000;4000000;Don't know (spontaneous);;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;10;Yes;Yes;No;No;No;No;;;;No;;;No;;;;Yes;Yes;18;16;;;;;;3;Don't know (spontaneous);;;;10;;1;Yes;Other;;;;315000;;48500;42000;;;;;385000;Don't know (spontaneous);5122;Medium (20-99);3;1;0;0;0;0;0;0;0;0;0;18;13;0;18;5000000;0;0;0;1;0;0;0;0;0;0;1;2;15;0;0
651382;103;Panel;Other Services;Small;Wholesale;5;Small;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;60;100;0;0;0;Yes;60;100;3;Yes;Yes;2002;7;2002;13;No;Wholesale trade of;Import And Distribution Of Food;80;1650000;2000000;Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;12;Yes;Yes;No;No;No;Yes;No;;;No;;;No;;;;Yes;No;5;5;;;;;;2;No full-time seasonal or temporary workers;;;;4;;1;Yes;Job-specific technical skills;;;;22200;;3200;7200;;;;;Don't know (spontaneous);Don't know (spontaneous);5122;Small (5-19);3;1;0;0;0;0;0;0;0;0;0;19;13;0;5;1650000;0;0;0;1;0;0;0;0;0;1;1;2;14;1;1
651383;108;Panel;Other Services;Small;Wholesale;9;Small;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;51;100;0;0;0;Yes;34;100;100;Yes;Yes;1973;1;1986;46;No;Wholesale trade of;Sales Of Barbecues, Water Filters, Brooms, Mops;100;600000;550000;Increase;5;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;5;No;;No;No;No;No;;;;No;;;No;;;;Yes;No;9;9;;;;;;4;No full-time seasonal or temporary workers;;;;7;;1;Yes;Problem solving or critical thinking skills;;;;140000;;5000;32000;;;;;Don't know (spontaneous);Don't know (spontaneous);5139;Small (5-19);3;1;0;0;0;0;0;0;0;0;0;48;46;0;9;600000;0;0;0;1;0;0;0;0;0;0;0;2;13;1;1
651384;111;Panel;Other Services;Small;Services of motor vehicles;5;Small;Cyprus;Cyprus;Euro (EUR);;2017;Sole proprietorship;100;100;0;0;0;No;;100;100;No;No;1823;1;Don't know (spontaneous);35;No;Provide services of;Sales Of Petroleum Products For Vehicles;100;3000000;2500000;Decrease;5;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;3;No;;No;No;No;No;;;;No;;;No;;;;Yes;No;5;5;;;;;;2;No full-time seasonal or temporary workers;;;;5;;1;Yes;Other;;;;800000;;2400;50000;;;;;Don't know (spontaneous);Don't know (spontaneous);5050;Small (5-19);3;1;0;0;0;0;0;0;0;0;0;198;35;0;5;3000000;0;0;0;1;0;0;0;0;0;0;0;2;15;0;1
651385;112;Panel;Other Services;Medium;Construction Section F: ;6;Small;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;60;100;0;0;0;Yes;40;60;100;No;No;1978;8;1978;40;No;Construction of;Construction Of Houses, Blocks Of Flats, Schools;100;Don't know (spontaneous);Don't know (spontaneous);Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;30;No;;Yes;Yes;Yes;No;No;;;No;;;No;;;;Yes;No;6;4;;;;;;0;No full-time seasonal or temporary workers;;;;6;;6;No;;;;;67000;;Don't know (spontaneous);6100;;;;;0;0;4520;Medium (20-99);3;1;0;0;0;0;0;0;0;0;0;43;40;0;6;;0;0;0;1;0;0;0;0;0;1;0;2;;1;1
651386;114;Panel;Other Services;Medium;Basic metals;6;Small;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;51;100;0;0;0;No;;100;0;Yes;Yes;2001;12;1985;17;No;Manufacturing of ;Manufacturing Of Welded Mesh;100;870000;444124;Increase;20;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;10;No;;No;No;No;No;;;;No;;;No;No;;;Yes;No;6;3;0;0;4;4;2;;No full-time seasonal or temporary workers;;;;4;;2;No;;;;;152734;702000;2475;2950;;860159;553000;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2710;Medium (20-99);3;1;0;0;0;0;0;0;0;0;0;20;17;0;6;870000;0;0;0;1;0;0;0;0;0;0;0;2;14;0;1
651387;117;Panel;Other Services;Medium;Wholesale;13;Small;Cyprus;Cyprus;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;99;99;0;0;1;Yes;1;100;100;No;No;1996;1;1996;20;No;Wholesale trade of;Wholesale Trade Of Iron;100;4500000;3125000;Increase;10;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;5;No;;No;No;No;No;;;;Yes;80000;0;No;;;;Yes;No;13;11;;;;;;2;No full-time seasonal or temporary workers;;;;12;;1;No;;;;;235000;;7700;30000;;;;;Don't know (spontaneous);Don't know (spontaneous);5142;Medium (20-99);3;1;0;0;0;0;0;0;0;0;0;25;20;0;13;4500000;0;0;0;1;0;0;0;0;0;0;0;1;15;1;1
651388;119;Panel;Other Services;Medium;Hotel and restaurants: section H;12;Small;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;No;;50;100;No;No;1991;6;2001;27;No;Hotel or restaurant;Prepare And Sale Of Food And Meals;100;655040;513000;Increase;10;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;No;;No;Yes;No;No;;;;Yes;15000;5000;No;;;;Yes;No;12;12;;;;;;5;9;4;8;;12;;No one has a university degree;No;;;;;119000;;12500;11000;;;;;73000;9000;5520;Medium (20-99);3;1;0;0;0;0;0;0;0;0;0;30;27;0;12;655040;0;0;0;1;0;0;0;0;0;0;0;1;13;0;0
651389;121;Panel;Other Services;Medium;Wholesale;23;Medium;Cyprus;Cyprus;Euro (EUR);;2018;Partnership;50;100;0;0;0;Yes;50;100;100;Yes;Yes;1991;3;1991;28;No;Wholesale trade of;Import And Wholesale Of Cosmetic Products, Spa And Gym Equipment;50;3670000;2190000;Decrease;20;60;0;40;No;;Yes;Combination of short-term and long-term targets;Achieved with more than normal effort;All managers and most production workers;Yes;National Ð main product sold mostly across the country where establishment is located;5;Yes;Yes;No;Yes;Yes;No;No;;;Yes;50000;0;No;;;;Yes;No;23;22;;;;;;16;No full-time seasonal or temporary workers;;;;23;;3;No;;;;;486000;;15000;40000;;;;;Don't know (spontaneous);Don't know (spontaneous);5190;Medium (20-99);3;1;0;0;0;0;0;0;0;0;0;30;28;0;23;3670000;1;0;0;1;0;0;0;0;0;1;1;1;15;1;1
651390;125;Panel;Retail;Medium;Retail;12;Small;Cyprus;Cyprus;Euro (EUR);3;2017;Sole proprietorship;100;100;0;0;0;Yes;100;100;100;Yes;Yes;2015;6;2009;6;Yes;Retail trade of;Hypermarket;100;3000000;Establishment was not in business in Fiscal Year;Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;5;Yes;No;No;No;No;No;;;;No;;;No;;;;Yes;No;12;Establishment was not in business;;;;;;10;2;2;6;100;;;No one has a university degree;No;;;;;230000;;18000;7500;2631714;;;;Don't know (spontaneous);Don't know (spontaneous);5211;Medium (20-99);2;1;0;0;0;0;0;0;0;0;0;6;6;1;12;3000000;0;0;1;0;0;0;0;0;0;0;1;2;15;1;1
651391;126;Panel;Retail;Small;Retail;4;Micro;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;70;100;0;0;0;Yes;30;70;70;Don't know (spontaneous);Yes;2008;5;2008;11;No;Retail trade of;Hypermarket With Food And Beverages;100;850000;950000;Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Don't know (spontaneous);No;;No;No;No;No;;;;No;;;No;;;;Yes;No;4;4;;;;;;3;No full-time seasonal or temporary workers;;;;4;;No one has a university degree;No;;;;;65000;;20000;0;Don't know (spontaneous);;;;Don't know (spontaneous);0;5220;Small (5-19);2;1;0;0;0;0;0;0;0;0;0;13;11;0;4;850000;0;0;1;0;0;0;0;0;0;0;0;2;14;1;1
651392;129;Panel;Retail;Small;Retail;6;Small;Cyprus;Cyprus;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;70;100;0;0;0;No;;70;100;No;No;2006;5;1992;26;No;Retail trade of;Souvenir Shop;40;1000000;800000;Increase;10;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;4;Yes;No;No;No;No;No;;;;No;;;No;;;;No;No;6;5;;;;;;3;3;0;12;;3;;No one has a university degree;No;;;;;186420;;21000;0;700000;;;;Don't know (spontaneous);0;5239;Small (5-19);2;1;0;0;0;0;0;0;0;0;0;15;26;0;6;1000000;0;0;1;0;0;0;0;0;0;0;1;2;14;0;1
651393;131;Panel;Retail;Small;Retail;3;Micro;Cyprus;Cyprus;Euro (EUR);;2018;Sole proprietorship;100;100;0;0;0;No;;100;100;No;No;1998;5;1998;20;No;Retail trade of;Supermarket;100;Don't know (spontaneous);Don't know (spontaneous);Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;No;;No;No;No;No;;;;No;;;No;;;;Yes;No;3;4;;;;;;2;3;2;7;;3;;No one has a university degree;No;;;;;Don't know (spontaneous);;9000;Don't know (spontaneous);Don't know (spontaneous);;;;Don't know (spontaneous);Don't know (spontaneous);5211;Small (5-19);2;1;0;0;0;0;0;0;0;0;0;23;20;0;3;;0;0;1;0;0;0;0;0;0;0;0;2;;0;1
